input1,input2,output
9338,10848,7079
10848,7079,23094
7079,23094,21696
23094,21696,16317
21696,16317,12906
16317,12906,13610
12906,13610,9305
13610,9305,4238
9305,4238,13387
4238,13387,16104
13387,16104,15187
16104,15187,14494
15187,14494,8555
14494,8555,6386
8555,6386,7303
6386,7303,3019
7303,3019,4126
3019,4126,3679
4126,3679,3399
3679,3399,1342
3399,1342,4048
1342,4048,2561
4048,2561,3791
2561,3791,3959
3791,3959,3601
3959,3601,961
3601,961,3556
961,3556,2046
3556,2046,1207
2046,1207,1755
1207,1755,1789
1755,1789,2494
1789,2494,1409
2494,1409,3500
1409,3500,2773
3500,2773,5413
2773,5413,78
5413,78,5547
78,5547,3299
5547,3299,4786
3299,4786,2684
4786,2684,5312
2684,5312,3813
5312,3813,10033
3813,10033,14114
10033,14114,7448
14114,7448,33
7448,33,11
33,11,2807
11,2807,2930
2807,2930,2393
2930,2393,0
2393,0,2080
0,2080,4249
2080,4249,973
4249,973,1096
973,1096,4440
1096,4440,3478
4440,3478,4630
3478,4630,7303
4630,7303,5368
7303,5368,5245
5368,5245,22
5245,22,10893
22,10893,23922
10893,23922,25481
23922,25481,26103
25481,26103,23363
26103,23363,22390
23363,22390,23039
22390,23039,19806
23039,19806,15299
19806,15299,20410
15299,20410,19437
20410,19437,15691
19437,15691,11340
15691,11340,11474
11340,11474,14091
11474,14091,15355
14091,15355,15422
15355,15422,26942
15422,26942,15187
26942,15187,8656
15187,8656,9036
8656,9036,9036
9036,9036,9819
9036,9819,11128
9819,11128,11005
11128,11005,9868
11005,9868,10120
9868,10120,8790
10120,8790,11497
8790,11497,12760
11497,12760,9451
12760,9451,9775
9451,9775,10826
9775,10826,11229
10826,11229,5905
11229,5905,9618
5905,9618,7504
9618,7504,6822
7504,6822,9730
6822,9730,12850
9730,12850,15948
12850,15948,20175
15948,20175,31337
20175,31337,39557
31337,39557,32199
39557,32199,26931
32199,26931,12190
26931,12190,13219
12190,13219,13006
13219,13006,11620
13006,11620,5961
11620,5961,9886
5961,9886,9685
9886,9685,11709
9685,11709,12660
11709,12660,16049
12660,16049,12112
16049,12112,6285
12112,6285,8298
6285,8298,9797
8298,9797,10971
9797,10971,31829
10971,31829,36694
31829,36694,35039
36694,35039,15221
35039,15221,25913
15221,25913,18297
25913,18297,14091
18297,14091,12403
14091,12403,13062
12403,13062,13700
13062,13700,14528
13700,14528,12224
14528,12224,10859
12224,10859,11676
10859,11676,10859
11676,10859,7616
10859,7616,8611
7616,8611,10445
8611,10445,9808
10445,9808,10915
9808,10915,10580
10915,10580,10177
10580,10177,11631
10177,11631,11609
11631,11609,10960
11609,10960,9293
10960,9293,12280
9293,12280,13062
12280,13062,12302
13062,12302,11676
12302,11676,10882
11676,10882,10647
10882,10647,12280
10647,12280,12559
12280,12559,12861
12559,12861,9416
12861,9416,9215
9416,9215,11687
9215,11687,11832
11687,11832,9551
11832,9551,9305
9551,9305,10199
9305,10199,11575
10199,11575,10669
11575,10669,12861
10669,12861,10210
12861,10210,11765
10210,11765,11910
11765,11910,11910
11910,11910,7817
11910,7817,7213
7817,7213,9931
7213,9931,10826
9931,10826,11161
10826,11161,13443
11161,13443,15232
13443,15232,21685
15232,21685,25000
21685,25000,25857
25000,25857,20410
25857,20410,20902
20410,20902,17044
20902,17044,24213
17044,24213,27736
24213,27736,28373
27736,28373,35609
28373,35609,28798
35609,28798,29950
28798,29950,22748
29950,22748,28631
22748,28631,25019
28631,25019,23866
25019,23866,26405
23866,26405,23184
26405,23184,22513
23184,22513,21193
22513,21193,24750
21193,24750,18218
24750,18218,25342
18218,25342,22692
25342,22692,26025
22692,26025,26181
26025,26181,16004
26181,16004,20433
16004,20433,16060
20433,16060,18084
16060,18084,12727
18084,12727,18185
12727,18185,14863
18185,14863,18386
14863,18386,18397
18386,18397,19248
18397,19248,17025
19248,17025,16451
17025,16451,17570
16451,17570,20175
17570,20175,31359
20175,31359,25667
31359,25667,28474
25667,28474,32098
28474,32098,34771
32098,34771,33574
34771,33574,32277
33574,32277,28474
32277,28474,23967
28474,23967,28384
23967,28384,27121
28384,27121,23766
27121,23766,34994
23766,34994,28116
34994,28116,17033
28116,17033,23083
17033,23083,27423
23083,27423,29324
27423,29324,31214
29324,31214,21249
31214,21249,12045
21249,12045,12928
12045,12928,25376
12928,25376,18050
25376,18050,16720
18050,16720,8868
16720,8868,13856
8868,13856,24582
13856,24582,20187
24582,20187,22137
20187,22137,9774
22137,9774,23352
9774,23352,19091
23352,19091,19482
19091,19482,21562
19482,21562,8511
21562,8511,15389
8511,15389,19035
15389,19035,22166
19035,22166,17279
22166,17279,18755
17279,18755,34581
18755,34581,17458
34581,17458,12939
17458,12939,5972
12939,5972,3925
5972,3925,0
3925,0,1767
0,1767,2740
1767,2740,4048
2740,4048,3109
4048,3109,6386
3109,6386,2371
6386,2371,4082
2371,4082,8230
4082,8230,3399
8230,3399,18229
3399,18229,42163
18229,42163,26047
42163,26047,11832
26047,11832,9338
11832,9338,41973
9338,41973,42376
41973,42376,38931
42376,38931,42186
38931,42186,36683
42186,36683,35184
36683,35184,33786
35184,33786,31002
33786,31002,29536
31002,29536,17563
29536,17563,19135
17563,19135,20097
19135,20097,14583
20097,14583,12783
14583,12783,13555
12783,13555,13185
13555,13185,13185
13185,13185,22904
13185,22904,15310
22904,15310,16753
15310,16753,15590
16753,15590,15489
15590,15489,14114
15489,14114,16966
14114,16966,16608
16966,16608,9640
16608,9640,12962
9640,12962,1722
12962,1722,5122
1722,5122,5927
5122,5927,14147
5927,14147,16507
14147,16507,13689
16507,13689,15478
13689,15478,17592
15478,17592,16026
17592,16026,17391
16026,17391,17391
17391,17391,18744
17391,18744,0
18744,0,0
0,0,0
0,0,0
0,0,717
0,717,3344
717,3344,4126
3344,4126,4305
4126,4305,5927
4305,5927,12716
5927,12716,22882
12716,22882,25577
22882,25577,25208
25577,25208,26919
25208,26919,26696
26919,26696,28429
26696,28429,28910
28429,28910,21372
28910,21372,23039
21372,23039,26964
23039,26964,26629
26964,26629,28138
26629,28138,23150
28138,23150,11407
23150,11407,18912
11407,18912,18889
18912,18889,15702
18889,15702,15635
15702,15635,18185
15635,18185,15981
18185,15981,18330
15981,18330,20265
18330,20265,13968
20265,13968,13555
13968,13555,12335
13555,12335,13018
12335,13018,15881
13018,15881,8969
15881,8969,14762
8969,14762,9092
14762,9092,16831
9092,16831,22602
16831,22602,31236
22602,31236,29313
31236,29313,24258
29313,24258,42264
24258,42264,57362
42264,57362,49813
57362,49813,36314
49813,36314,27904
36314,27904,22983
27904,22983,8745
22983,8745,12302
8745,12302,23889
12302,23889,23944
23889,23944,25488
23944,25488,33999
25488,33999,35363
33999,35363,30901
35363,30901,16664
30901,16664,19493
16664,19493,7851
19493,7851,19941
7851,19941,12190
19941,12190,39848
12190,39848,36113
39848,36113,38226
36113,38226,23385
38226,23385,15489
23385,15489,20030
15489,20030,10054
20030,10054,20198
10054,20198,17301
20198,17301,26752
17301,26752,13185
26752,13185,27143
13185,27143,15847
27143,15847,6151
15847,6151,16619
6151,16619,10009
16619,10009,15818
10009,15818,16641
15818,16641,23542
16641,23542,24079
23542,24079,24291
24079,24291,33272
24291,33272,33574
33272,33574,35486
33574,35486,34167
35486,34167,33283
34167,33283,31796
33283,31796,31527
31796,31527,34972
31527,34972,37299
34972,37299,30442
37299,30442,22403
30442,22403,22949
22403,22949,22949
22949,22949,21249
22949,21249,44143
21249,44143,44076
44143,44076,45530
44076,45530,23329
45530,23329,26450
23329,26450,22781
26450,22781,23039
22781,23039,18990
23039,18990,16104
18990,16104,12794
16104,12794,12997
12794,12997,13006
12997,13006,11821
13006,11821,13745
11821,13745,15433
13745,15433,14226
15433,14226,9226
14226,9226,9439
9226,9439,9562
9439,9562,8097
9562,8097,9964
8097,9964,7079
9964,7079,6799
7079,6799,5726
6799,5726,6900
5726,6900,7996
6900,7996,6453
7996,6453,7538
6453,7538,9730
7538,9730,15243
9730,15243,26774
15243,26774,16507
26774,16507,16138
16507,16138,8264
16138,8264,8902
8264,8902,5893
8902,5893,5390
5893,5390,7571
5390,7571,9237
7571,9237,4507
9237,4507,27501
4507,27501,10434
27501,10434,8801
10434,8801,9763
8801,9763,17335
9763,17335,17133
17335,17133,12347
17133,12347,16082
12347,16082,8320
16082,8320,4249
8320,4249,55
4249,55,23799
55,23799,34927
23799,34927,36280
34927,36280,30129
36280,30129,28373
30129,28373,19504
28373,19504,27411
19504,27411,46301
27411,46301,49589
46301,49589,32053
49589,32053,23721
32053,23721,14654
23721,14654,16395
14654,16395,15445
16395,15445,15690
15445,15690,18533
15690,18533,18576
18533,18576,20154
18576,20154,15881
20154,15881,18587
15881,18587,18587
18587,18587,17368
18587,17368,17010
17368,17010,21495
17010,21495,20846
21495,20846,21025
20846,21025,22681
21025,22681,24582
22681,24582,26662
24582,26662,20668
26662,20668,24951
20668,24951,27467
24951,27467,30107
27467,30107,33182
30107,33182,19281
33182,19281,11754
19281,11754,10367
11754,10367,9730
10367,9730,11631
9730,11631,6520
11631,6520,10054
6520,10054,7325
10054,7325,4428
7325,4428,4261
4428,4261,8958
4261,8958,7806
8958,7806,5379
7806,5379,5480
5379,5480,2919
5480,2919,14382
2919,14382,14583
14382,14583,11743
14583,11743,12760
11743,12760,14930
12760,14930,13968
14930,13968,16283
13968,16283,23150
16283,23150,16764
23150,16764,22602
16764,22602,15556
22602,15556,28944
15556,28944,1603
28944,1603,3455
1603,3455,4115
3455,4115,7772
4115,7772,12224
7772,12224,9293
12224,9293,9696
9293,9696,7549
9696,7549,6632
7549,6632,7180
6632,7180,2661
7180,2661,4981
2661,4981,4090
4981,4090,4082
4090,4082,4735
4082,4735,3330
4735,3330,3064
3330,3064,2773
3064,2773,6688
2773,6688,7616
6688,7616,6117
7616,6117,8421
6117,8421,6699
8421,6699,3131
6699,3131,10009
3131,10009,11866
10009,11866,10826
11866,10826,7638
10826,7638,13801
7638,13801,9841
13801,9841,17625
9841,17625,8757
17625,8757,18095
8757,18095,18050
18095,18050,15501
18050,15501,19829
15501,19829,5983
19829,5983,18475
5983,18475,19046
18475,19046,18598
19046,18598,19359
18598,19359,19303
19359,19303,21271
19303,21271,18330
21271,18330,15501
18330,15501,8063
15501,8063,12705
8063,12705,9853
12705,9853,14270
9853,14270,8141
14270,8141,20097
8141,20097,3947
20097,3947,9674
3947,9674,11273
9674,11273,13297
11273,13297,13297
13297,13297,11239
13297,11239,5647
11239,5647,3702
5647,3702,4160
3702,4160,5189
4160,5189,4495
5189,4495,5815
4495,5815,7045
5815,7045,4853
7045,4853,4048
4853,4048,3053
4048,3053,3478
3053,3478,2986
3478,2986,4093
2986,4093,4194
4093,4194,4831
4194,4831,3578
4831,3578,4876
3578,4876,5838
4876,5838,2426
5838,2426,5927
2426,5927,5860
5927,5860,6419
5860,6419,5345
6419,5345,4294
5345,4294,4988
4294,4988,4451
4988,4451,5636
4451,5636,7001
5636,7001,7482
7001,7482,7672
7482,7672,6799
7672,6799,4048
6799,4048,12425
4048,12425,12201
12425,12201,10647
12201,10647,9092
10647,9092,7430
9092,7430,6732
7430,6732,5793
6732,5793,6263
5793,6263,7135
6263,7135,6542
7135,6542,7918
6542,7918,8768
7918,8768,9070
8768,9070,9618
9070,9618,14762
9618,14762,18543
14762,18543,14460
18543,14460,13085
14460,13085,12995
13085,12995,10647
12995,10647,11787
10647,11787,13320
11787,13320,13443
13320,13443,12268
13443,12268,8074
12268,8074,9774
8074,9774,7649
9774,7649,6643
7649,6643,6665
6643,6665,3567
6665,3567,4082
3567,4082,5435
4082,5435,5569
5435,5569,6464
5569,6464,7045
6464,7045,6911
7045,6911,4663
6911,4663,6486
4663,6486,7291
6486,7291,6665
7291,6665,7784
6665,7784,5793
7784,5793,6016
5793,6016,6486
6016,6486,3232
6486,3232,4417
3232,4417,3276
4417,3276,4138
3276,4138,4965
4138,4965,5234
4965,5234,4607
5234,4607,5838
4607,5838,4809
5838,4809,4361
4809,4361,5770
4361,5770,7269
5770,7269,7403
7269,7403,7515
7403,7515,5234
7515,5234,6162
5234,6162,7493
6162,7493,8745
7493,8745,9551
8745,9551,10803
9551,10803,16887
10803,16887,12626
16887,12626,13208
12626,13208,7068
13208,7068,6330
7068,6330,7157
6330,7157,8991
7157,8991,9853
8991,9853,8097
9853,8097,5133
8097,5133,4920
5133,4920,5994
4920,5994,4765
5994,4765,3288
4765,3288,3623
3288,3623,3690
3623,3690,4965
3690,4965,4719
4965,4719,4372
4719,4372,5860
4372,5860,5256
5860,5256,2997
5256,2997,3243
2997,3243,3959
3243,3959,3288
3959,3288,3802
3288,3802,3757
3802,3757,3467
3757,3467,3411
3467,3411,3847
3411,3847,4563
3847,4563,5256
4563,5256,6811
5256,6811,6352
6811,6352,7403
6352,7403,4261
7403,4261,3153
4261,3153,4138
3153,4138,4283
4138,4283,4495
4283,4495,2885
4495,2885,3578
2885,3578,4831
3578,4831,4965
4831,4965,3690
4965,3690,4518
3690,4518,4484
4518,4484,3176
4484,3176,4294
3176,4294,4708
4294,4708,5234
4708,5234,5972
5234,5972,7538
5972,7538,3556
7538,3556,4674
3556,4674,5681
4674,5681,7247
5681,7247,6195
7247,6195,6900
6195,6900,7128
6900,7128,4831
7128,4831,3914
4831,3914,3690
3914,3690,3780
3690,3780,2896
3780,2896,3288
2896,3288,3444
3288,3444,3042
3444,3042,4026
3042,4026,4194
4026,4194,3858
4194,3858,3623
3858,3623,4003
3623,4003,5144
4003,5144,4317
5144,4317,4540
4317,4540,5748
4540,5748,5972
5748,5972,6084
5972,6084,7478
6084,7478,7180
7478,7180,7426
7180,7426,8141
7426,8141,9237
8141,9237,11005
9237,11005,8768
11005,8768,10378
8768,10378,9372
10378,9372,9584
9372,9584,11251
9584,11251,9573
11251,9573,8074
9573,8074,7470
8074,7470,4440
7470,4440,1498
4440,1498,760
1498,760,827
760,827,581
827,581,1509
581,1509,380
1509,380,827
380,827,1699
827,1699,1878
1699,1878,2102
1878,2102,1968
2102,1968,514
1968,514,458
514,458,894
458,894,1521
894,1521,1196
1521,1196,4764
1196,4764,14356
4764,14356,18766
14356,18766,7381
18766,7381,5681
7381,5681,5245
5681,5245,5949
5245,5949,6643
5949,6643,6464
6643,6464,6889
6464,6889,5391
6889,5391,5010
5391,5010,5681
5010,5681,4943
5681,4943,3545
4943,3545,3757
3545,3757,3914
3757,3914,3903
3914,3903,2930
3903,2930,4372
2930,4372,5323
4372,5323,3824
5323,3824,11
3824,11,11
11,11,38
11,38,1979
38,1979,10378
1979,10378,12391
10378,12391,11474
12391,11474,9841
11474,9841,10087
9841,10087,6945
10087,6945,6620
6945,6620,6397
6620,6397,6028
6397,6028,4708
6028,4708,5748
4708,5748,4786
5748,4786,4428
4786,4428,4540
4428,4540,4518
4540,4518,5010
4518,5010,6486
5010,6486,7224
6486,7224,8432
7224,8432,9372
8432,9372,11620
9372,11620,8052
11620,8052,7291
8052,7291,5592
7291,5592,8074
5592,8074,7336
8074,7336,8578
7336,8578,9909
8578,9909,7426
9909,7426,5703
7426,5703,3914
5703,3914,4809
3914,4809,4674
4809,4674,5994
4674,5994,4048
5994,4048,4742
4048,4742,3679
4742,3679,3601
3679,3601,3869
3601,3869,3064
3869,3064,1386
3064,1386,939
1386,939,2247
939,2247,2438
2247,2438,3668
2438,3668,2818
3668,2818,2326
2818,2326,1923
2326,1923,3220
1923,3220,3467
3220,3467,3903
3467,3903,4674
3903,4674,5301
4674,5301,5055
5301,5055,3467
5055,3467,4238
3467,4238,5435
4238,5435,6464
5435,6464,7515
6464,7515,4507
7515,4507,4473
4507,4473,5692
4473,5692,3332
5692,3332,3399
3332,3399,2583
3399,2583,939
2583,939,11
939,11,1632
11,1632,9964
1632,9964,13856
9964,13856,9025
13856,9025,10445
9025,10445,6956
10445,6956,6016
6956,6016,4868
6016,4868,4574
4868,4574,4674
4574,4674,4965
4674,4965,3824
4965,3824,4473
3824,4473,1811
4473,1811,2303
1811,2303,3578
2303,3578,4428
3578,4428,4663
4428,4663,4149
4663,4149,4853
4149,4853,5692
4853,5692,5659
5692,5659,5435
5659,5435,5927
5435,5927,5457
5927,5457,4776
5457,4776,4026
4776,4026,3847
4026,3847,4809
3847,4809,4652
4809,4652,4887
4652,4887,3757
4887,3757,3903
3757,3903,4965
3903,4965,6218
4965,6218,7269
6218,7269,4384
7269,4384,5368
4384,5368,5636
5368,5636,5569
5636,5569,2505
5569,2505,2594
2505,2594,3936
2594,3936,5234
3936,5234,6195
5234,6195,5580
6195,5580,6799
5580,6799,6084
6799,6084,6844
6084,6844,5502
6844,5502,5010
5502,5010,6106
5010,6106,5994
6106,5994,7247
5994,7247,7470
7247,7470,6397
7470,6397,4842
6397,4842,3601
4842,3601,3534
3601,3534,2438
3534,2438,3578
2438,3578,3511
3578,3511,3489
3511,3489,3601
3489,3601,3355
3601,3355,3489
3355,3489,3556
3489,3556,4719
3556,4719,5099
4719,5099,6173
5099,6173,5189
6173,5189,3824
5189,3824,4115
3824,4115,5077
4115,5077,6263
5077,6263,7113
6263,7113,8656
7113,8656,10289
8656,10289,11027
10289,11027,12224
11027,12224,13711
12224,13711,10132
13711,10132,6296
10132,6296,7180
6296,7180,8969
7180,8969,9953
8969,9953,9450
9953,9450,9271
9450,9271,6755
9271,6755,15691
6755,15691,18229
15691,18229,14248
18229,14248,11385
14248,11385,10512
11385,10512,13253
10512,13253,15579
13253,15579,17737
15579,17737,15802
17737,15802,13264
15802,13264,10580
13264,10580,4999
10580,4999,3713
4999,3713,3959
3713,3959,3131
3959,3131,3042
3131,3042,2728
3042,2728,3847
2728,3847,3981
3847,3981,4853
3981,4853,4384
4853,4384,4809
4384,4809,5010
4809,5010,6240
5010,6240,7157
6240,7157,7493
7157,7493,8164
7493,8164,5972
8164,5972,3847
5972,3847,4697
3847,4697,3713
4697,3713,4898
3713,4898,6352
4898,6352,6911
6352,6911,8790
6911,8790,10512
8790,10512,10345
10512,10345,12011
10345,12011,14080
12011,14080,12328
14080,12328,12503
12328,12503,9282
12503,9282,9551
9282,9551,11184
9551,11184,4909
11184,4909,6364
4909,6364,6184
6364,6184,4730
6184,4730,3869
4730,3869,3545
3869,3545,2516
3545,2516,2974
2516,2974,3176
2974,3176,4317
3176,4317,5345
4317,5345,6374
5345,6374,7593
6374,7593,9126
7593,9126,9931
9126,9931,8074
9931,8074,6620
8074,6620,8041
6620,8041,9416
8041,9416,8097
9416,8097,9695
8097,9695,9976
9695,9976,7851
9976,7851,6039
7851,6039,5659
6039,5659,7157
5659,7157,21786
7157,21786,25208
21786,25208,26942
25208,26942,30979
26942,30979,29805
30979,29805,34603
29805,34603,28418
34603,28418,27993
28418,27993,17581
27993,17581,16507
17581,16507,16082
16507,16082,17961
16082,17961,19460
17961,19460,19527
19460,19527,19236
19527,19236,21674
19236,21674,22759
21674,22759,27680
22759,27680,24202
27680,24202,19862
24202,19862,18118
19862,18118,18185
18118,18185,19214
18185,19214,18990
19214,18990,19661
18990,19661,20235
19661,20235,22524
20235,22524,25857
22524,25857,23698
25857,23698,17749
23698,17749,20254
17749,20254,21126
20254,21126,19549
21126,19549,21238
19549,21238,16172
21238,16172,15478
16172,15478,16082
15478,16082,14807
16082,14807,14695
14807,14695,17379
14695,17379,16518
17379,16518,14136
16518,14136,14986
14136,14986,16999
14986,16999,16910
16999,16910,16529
16910,16529,18453
16529,18453,19448
18453,19448,24112
19448,24112,27892
24112,27892,33127
27892,33127,22681
33127,22681,23419
22681,23419,24079
23419,24079,19918
24079,19918,15232
19918,15232,15389
15232,15389,23273
15389,23273,24414
23273,24414,25219
24414,25219,20377
25219,20377,21562
20377,21562,17995
21562,17995,19773
17995,19773,20884
19773,20884,21316
20884,21316,17625
21316,17625,21104
17625,21104,22491
21104,22491,20115
22491,20115,19303
20115,19303,22837
19303,22837,22166
22837,22166,22144
22166,22144,18319
22144,18319,15735
18319,15735,17279
15735,17279,14315
17279,14315,12503
14315,12503,10009
12503,10009,10669
10009,10669,8276
10669,8276,6665
8276,6665,10624
6665,10624,8958
10624,8958,12022
8958,12022,29346
12022,29346,38517
29346,38517,39166
38517,39166,38405
39166,38405,33138
38405,33138,16574
33138,16574,13465
16574,13465,27244
13465,27244,38260
27244,38260,39020
38260,39020,29861
39020,29861,4518
29861,4518,14494
4518,14494,6643
14494,6643,9841
6643,9841,20735
9841,20735,26696
20735,26696,17301
26696,17301,16623
17301,16623,11239
16623,11239,7974
11239,7974,7974
7974,7974,13040
7974,13040,10099
13040,10099,2180
10099,2180,4730
2180,4730,3601
4730,3601,2315
3601,2315,2561
2315,2561,4003
2561,4003,2572
4003,2572,2460
2572,2460,2762
2460,2762,2773
2762,2773,4283
2773,4283,4909
4283,4909,5670
4909,5670,6620
5670,6620,7079
6620,7079,5323
7079,5323,6632
5323,6632,5401
6632,5401,6990
5401,6990,7750
6990,7750,9081
7750,9081,5983
9081,5983,8801
5983,8801,8902
8801,8902,8186
8902,8186,4676
8186,4676,1890
4676,1890,4853
1890,4853,4339
4853,4339,4216
4339,4216,3623
4216,3623,3903
3623,3903,3858
3903,3858,6553
3858,6553,6072
6553,6072,5670
6072,5670,4786
5670,4786,4194
4786,4194,2180
4194,2180,2303
2180,2303,0
2303,0,156
0,156,2885
156,2885,447
2885,447,167
447,167,3399
167,3399,2113
3399,2113,2371
2113,2371,3209
2371,3209,1767
3209,1767,1722
1767,1722,1890
1722,1890,1767
1890,1767,1699
1767,1699,1040
1699,1040,1163
1040,1163,1901
1163,1901,2583
1901,2583,3243
2583,3243,3176
3243,3176,3131
3176,3131,961
3131,961,0
961,0,0
0,0,603
0,603,1498
603,1498,1733
1498,1733,1733
1733,1733,2415
1733,2415,2158
2415,2158,1644
2158,1644,961
1644,961,458
961,458,2896
458,2896,5838
2896,5838,5043
5838,5043,5021
5043,5021,4618
5021,4618,5055
4618,5055,2516
5055,2516,2639
2516,2639,1901
2639,1901,2382
1901,2382,2974
2382,2974,3746
2974,3746,3813
3746,3813,5055
3813,5055,4015
5055,4015,4249
4015,4249,3757
4249,3757,3053
3757,3053,3981
3053,3981,5099
3981,5099,5111
5099,5111,4384
5111,4384,6621
4384,6621,5603
6621,5603,6990
5603,6990,5413
6990,5413,4563
5413,4563,4160
4563,4160,4003
4160,4003,2326
4003,2326,2997
2326,2997,2035
2997,2035,2561
2035,2561,2315
2561,2315,1834
2315,1834,2271
1834,2271,3200
2271,3200,2629
3200,2629,2684
2629,2684,3097
2684,3097,2281
3097,2281,3030
2281,3030,3176
3030,3176,3321
3176,3321,2807
3321,2807,3205
2807,3205,4249
3205,4249,4960
4249,4960,6330
4960,6330,6106
6330,6106,8130
6106,8130,8309
8130,8309,4988
8309,4988,7739
4988,7739,8354
7739,8354,8175
8354,8175,5715
8175,5715,6598
5715,6598,10143
6598,10143,8947
10143,8947,3623
8947,3623,6453
3623,6453,8723
6453,8723,5614
8723,5614,9875
5614,9875,10255
9875,10255,9640
10255,9640,5502
9640,5502,5435
5502,5435,9640
5435,9640,8768
9640,8768,3701
8768,3701,5368
3701,5368,4978
5368,4978,3434
4978,3434,962
3434,962,1364
962,1364,1174
1364,1174,2708
1174,2708,3627
2708,3627,1241
3627,1241,44
1241,44,4797
44,4797,3556
4797,3556,5122
3556,5122,6151
5122,6151,3858
6151,3858,0
3858,0,0
0,0,0
0,0,357
0,357,4999
357,4999,2180
4999,2180,313
2180,313,234
313,234,0
234,0,1442
0,1442,1297
1442,1297,5043
1297,5043,3601
5043,3601,4071
3601,4071,4865
4071,4865,4115
4865,4115,4708
4115,4708,4127
4708,4127,1969
4127,1969,2226
1969,2226,4093
2226,4093,10121
4093,10121,10546
10121,10546,8824
10546,8824,6598
8824,6598,6636
6598,6636,6050
6636,6050,6117
6050,6117,10445
6117,10445,14595
10445,14595,13476
14595,13476,9998
13476,9998,10490
9998,10490,12056
10490,12056,11195
12056,11195,9036
11195,9036,7414
9036,7414,5189
7414,5189,6531
5189,6531,5513
6531,5513,7403
5513,7403,6151
7403,6151,6251
6151,6251,4138
6251,4138,6833
4138,6833,8958
6833,8958,10345
8958,10345,9741
10345,9741,8611
9741,8611,6900
8611,6900,4003
6900,4003,4775
4003,4775,6956
4775,6956,6755
6956,6755,6766
6755,6766,4842
6766,4842,5916
4842,5916,5928
5916,5928,5804
5928,5804,6016
5804,6016,4898
6016,4898,2863
4898,2863,771
2863,771,5390
771,5390,3947
5390,3947,3947
3947,3947,2091
3947,2091,8880
2091,8880,11083
8880,11083,11810
11083,11810,11519
11810,11519,0
11519,0,6117
0,6117,4831
6117,4831,8164
4831,8164,5749
8164,5749,5793
5749,5793,4350
5793,4350,4641
4350,4641,4205
4641,4205,4574
4205,4574,2941
4574,2941,2393
2941,2393,5759
2393,5759,7448
5759,7448,7224
7448,7224,5144
7224,5144,4149
5144,4149,8186
4149,8186,8891
8186,8891,6531
8891,6531,8086
6531,8086,5670
8086,5670,6766
5670,6766,7236
6766,7236,6352
7236,6352,4529
6352,4529,6005
4529,6005,5670
6005,5670,2986
5670,2986,4507
2986,4507,1968
4507,1968,1062
1968,1062,8030
1062,8030,7907
8030,7907,8678
7907,8678,8354
8678,8354,6766
8354,6766,6128
6766,6128,6374
6128,6374,6688
6374,6688,7001
6688,7001,5435
7001,5435,5379
5435,5379,11497
5379,11497,10971
11497,10971,11262
10971,11262,10591
11262,10591,8007
10591,8007,7560
8007,7560,9271
7560,9271,10792
9271,10792,11262
10792,11262,8812
11262,8812,1028
8812,1028,4551
1028,4551,14550
4551,14550,9573
14550,9573,14293
9573,14293,14270
14293,14270,14908
14270,14908,12760
14908,12760,14550
12760,14550,10065
14550,10065,9309
10065,9309,9864
9309,9864,6430
9864,6430,6195
6430,6195,12995
6195,12995,9855
12995,9855,10379
9855,10379,14281
10379,14281,10378
14281,10378,12570
10378,12570,11374
12570,11374,9226
11374,9226,12548
9226,12548,13130
12548,13130,14002
13130,14002,10848
14002,10848,12481
10848,12481,6061
12481,6061,10781
6061,10781,11318
10781,11318,14897
11318,14897,14203
14897,14203,22
14203,22,2438
22,2438,13454
2438,13454,15154
13454,15154,12984
15154,12984,12190
12984,12190,10356
12190,10356,12716
10356,12716,13946
12716,13946,2672
13946,2672,5737
2672,5737,11576
5737,11576,12011
11576,12011,11362
12011,11362,11150
11362,11150,12212
11150,12212,12268
12212,12268,13644
12268,13644,11519
13644,11519,15266
11519,15266,11631
15266,11631,9316
11631,9316,16496
9316,16496,11687
16496,11687,14226
11687,14226,14897
14226,14897,12671
14897,12671,12391
12671,12391,9629
12391,9629,11060
9629,11060,10188
11060,10188,11005
10188,11005,10434
11005,10434,10434
10434,10434,8790
10434,8790,7247
8790,7247,8231
7247,8231,4238
8231,4238,7368
4238,7368,6398
7368,6398,7113
6398,7113,4976
7113,4976,6833
4976,6833,5312
6833,5312,5178
5312,5178,2214
5178,2214,4887
2214,4887,9394
4887,9394,6822
9394,6822,6889
6822,6889,5793
6889,5793,5547
5793,5547,4126
5547,4126,5144
4126,5144,4920
5144,4920,2818
4920,2818,1196
2818,1196,995
1196,995,1476
995,1476,1476
1476,1476,1923
1476,1923,1789
1923,1789,2494
1789,2494,2661
2494,2661,2449
2661,2449,2952
2449,2952,3366
2952,3366,1767
3366,1767,1084
1767,1084,458
1084,458,514
458,514,3467
514,3467,3668
3467,3668,2169
3668,2169,1028
2169,1028,1521
1028,1521,3970
1521,3970,4283
3970,4283,1446
4283,1446,2449
1446,2449,2784
2449,2784,1755
2784,1755,782
1755,782,637
782,637,738
637,738,4138
738,4138,3176
4138,3176,4876
3176,4876,5794
4876,5794,0
5794,0,671
0,671,5077
671,5077,6676
5077,6676,5972
6676,5972,5491
5972,5491,1386
5491,1386,212
1386,212,3679
212,3679,4965
3679,4965,2583
4965,2583,1946
2583,1946,2661
